ID,Model,BoxInclusion,MaskInclusion,NumberOfPOIs,POIPlacementAlgorithm,PerimeterBuffer,BoundingBoxDistortion,MaskDistortion,avg_sam_mask_AP_50_95
912,YOLOv8 Nano,True,False,5,Random,15%,110%,,
913,YOLOv8 Nano,True,False,5,Distance Max,0%,90%,,
914,YOLOv8 Nano,True,False,5,Distance Max,0%,100%,,
915,YOLOv8 Nano,True,False,5,Distance Max,0%,110%,,
916,YOLOv8 Nano,True,False,5,Distance Max,5%,90%,,
917,YOLOv8 Nano,True,False,5,Distance Max,5%,100%,,
918,YOLOv8 Nano,True,False,5,Distance Max,5%,110%,,
919,YOLOv8 Nano,True,False,5,Distance Max,10%,90%,,
920,YOLOv8 Nano,True,False,5,Distance Max,10%,100%,,
921,YOLOv8 Nano,True,False,5,Distance Max,10%,110%,,
922,YOLOv8 Nano,True,False,5,Distance Max,15%,90%,,
923,YOLOv8 Nano,True,False,5,Distance Max,15%,100%,,
924,YOLOv8 Nano,True,False,5,Distance Max,15%,110%,,
925,YOLOv8 Nano,True,False,5,Voronoi,0%,90%,,
926,YOLOv8 Nano,True,False,5,Voronoi,0%,100%,,
927,YOLOv8 Nano,True,False,5,Voronoi,0%,110%,,
928,YOLOv8 Nano,True,False,5,Voronoi,5%,90%,,
929,YOLOv8 Nano,True,False,5,Voronoi,5%,100%,,
930,YOLOv8 Nano,True,False,5,Voronoi,5%,110%,,
931,YOLOv8 Nano,True,False,5,Voronoi,10%,90%,,
932,YOLOv8 Nano,True,False,5,Voronoi,10%,100%,,
933,YOLOv8 Nano,True,False,5,Voronoi,10%,110%,,
934,YOLOv8 Nano,True,False,5,Voronoi,15%,90%,,
935,YOLOv8 Nano,True,False,5,Voronoi,15%,100%,,
936,YOLOv8 Nano,True,False,5,Voronoi,15%,110%,,
937,YOLOv8 Nano,True,False,6,Random,0%,90%,,
938,YOLOv8 Nano,True,False,6,Random,0%,100%,,
939,YOLOv8 Nano,True,False,6,Random,0%,110%,,
940,YOLOv8 Nano,True,False,6,Random,5%,90%,,
941,YOLOv8 Nano,True,False,6,Random,5%,100%,,
942,YOLOv8 Nano,True,False,6,Random,5%,110%,,
943,YOLOv8 Nano,True,False,6,Random,10%,90%,,
944,YOLOv8 Nano,True,False,6,Random,10%,100%,,
945,YOLOv8 Nano,True,False,6,Random,10%,110%,,
946,YOLOv8 Nano,True,False,6,Random,15%,90%,,
947,YOLOv8 Nano,True,False,6,Random,15%,100%,,
948,YOLOv8 Nano,True,False,6,Random,15%,110%,,
949,YOLOv8 Nano,True,False,6,Distance Max,0%,90%,,
950,YOLOv8 Nano,True,False,6,Distance Max,0%,100%,,
951,YOLOv8 Nano,True,False,6,Distance Max,0%,110%,,
952,YOLOv8 Nano,True,False,6,Distance Max,5%,90%,,
953,YOLOv8 Nano,True,False,6,Distance Max,5%,100%,,
954,YOLOv8 Nano,True,False,6,Distance Max,5%,110%,,
955,YOLOv8 Nano,True,False,6,Distance Max,10%,90%,,
956,YOLOv8 Nano,True,False,6,Distance Max,10%,100%,,
957,YOLOv8 Nano,True,False,6,Distance Max,10%,110%,,
958,YOLOv8 Nano,True,False,6,Distance Max,15%,90%,,
959,YOLOv8 Nano,True,False,6,Distance Max,15%,100%,,
960,YOLOv8 Nano,True,False,6,Distance Max,15%,110%,,
961,YOLOv8 Nano,True,False,6,Voronoi,0%,90%,,
962,YOLOv8 Nano,True,False,6,Voronoi,0%,100%,,
963,YOLOv8 Nano,True,False,6,Voronoi,0%,110%,,
964,YOLOv8 Nano,True,False,6,Voronoi,5%,90%,,
965,YOLOv8 Nano,True,False,6,Voronoi,5%,100%,,
966,YOLOv8 Nano,True,False,6,Voronoi,5%,110%,,
967,YOLOv8 Nano,True,False,6,Voronoi,10%,90%,,
968,YOLOv8 Nano,True,False,6,Voronoi,10%,100%,,
969,YOLOv8 Nano,True,False,6,Voronoi,10%,110%,,
970,YOLOv8 Nano,True,False,6,Voronoi,15%,90%,,
971,YOLOv8 Nano,True,False,6,Voronoi,15%,100%,,
972,YOLOv8 Nano,True,False,6,Voronoi,15%,110%,,
973,YOLOv8 Nano,True,False,7,Random,0%,90%,,
974,YOLOv8 Nano,True,False,7,Random,0%,100%,,
975,YOLOv8 Nano,True,False,7,Random,0%,110%,,
976,YOLOv8 Nano,True,False,7,Random,5%,90%,,
977,YOLOv8 Nano,True,False,7,Random,5%,100%,,
978,YOLOv8 Nano,True,False,7,Random,5%,110%,,
979,YOLOv8 Nano,True,False,7,Random,10%,90%,,
980,YOLOv8 Nano,True,False,7,Random,10%,100%,,
981,YOLOv8 Nano,True,False,7,Random,10%,110%,,
982,YOLOv8 Nano,True,False,7,Random,15%,90%,,
983,YOLOv8 Nano,True,False,7,Random,15%,100%,,
984,YOLOv8 Nano,True,False,7,Random,15%,110%,,
985,YOLOv8 Nano,True,False,7,Distance Max,0%,90%,,
986,YOLOv8 Nano,True,False,7,Distance Max,0%,100%,,
987,YOLOv8 Nano,True,False,7,Distance Max,0%,110%,,
988,YOLOv8 Nano,True,False,7,Distance Max,5%,90%,,
989,YOLOv8 Nano,True,False,7,Distance Max,5%,100%,,
990,YOLOv8 Nano,True,False,7,Distance Max,5%,110%,,
991,YOLOv8 Nano,True,False,7,Distance Max,10%,90%,,
992,YOLOv8 Nano,True,False,7,Distance Max,10%,100%,,
993,YOLOv8 Nano,True,False,7,Distance Max,10%,110%,,
994,YOLOv8 Nano,True,False,7,Distance Max,15%,90%,,
995,YOLOv8 Nano,True,False,7,Distance Max,15%,100%,,
996,YOLOv8 Nano,True,False,7,Distance Max,15%,110%,,
997,YOLOv8 Nano,True,False,7,Voronoi,0%,90%,,
998,YOLOv8 Nano,True,False,7,Voronoi,0%,100%,,
999,YOLOv8 Nano,True,False,7,Voronoi,0%,110%,,
1000,YOLOv8 Nano,True,False,7,Voronoi,5%,90%,,0.6813733963248265
1001,YOLOv8 Nano,True,False,7,Voronoi,5%,100%,,0.700775106466319
1002,YOLOv8 Nano,True,False,7,Voronoi,5%,110%,,0.6882314334478971
1003,YOLOv8 Nano,True,False,7,Voronoi,10%,90%,,0.6955972270324433
1004,YOLOv8 Nano,True,False,7,Voronoi,10%,100%,,0.6988568591640956
1005,YOLOv8 Nano,True,False,7,Voronoi,10%,110%,,0.7053862140574495
1006,YOLOv8 Nano,True,False,7,Voronoi,15%,90%,,0.7414938133533122
1007,YOLOv8 Nano,True,False,7,Voronoi,15%,100%,,0.7151590847916094
1008,YOLOv8 Nano,True,False,7,Voronoi,15%,110%,,
1009,YOLOv8 Nano,False,True,1,Random,0%,,90%,
1010,YOLOv8 Nano,False,True,1,Random,0%,,100%,
1011,YOLOv8 Nano,False,True,1,Random,0%,,110%,
1012,YOLOv8 Nano,False,True,1,Random,5%,,90%,
1013,YOLOv8 Nano,False,True,1,Random,5%,,100%,
1014,YOLOv8 Nano,False,True,1,Random,5%,,110%,
1015,YOLOv8 Nano,False,True,1,Random,10%,,90%,
1016,YOLOv8 Nano,False,True,1,Random,10%,,100%,
1017,YOLOv8 Nano,False,True,1,Random,10%,,110%,
1018,YOLOv8 Nano,False,True,1,Random,15%,,90%,
1019,YOLOv8 Nano,False,True,1,Random,15%,,100%,
1020,YOLOv8 Nano,False,True,1,Random,15%,,110%,
1021,YOLOv8 Nano,False,True,1,Distance Max,0%,,90%,
1022,YOLOv8 Nano,False,True,1,Distance Max,0%,,100%,
1023,YOLOv8 Nano,False,True,1,Distance Max,0%,,110%,
1024,YOLOv8 Nano,False,True,1,Distance Max,5%,,90%,
1025,YOLOv8 Nano,False,True,1,Distance Max,5%,,100%,
1026,YOLOv8 Nano,False,True,1,Distance Max,5%,,110%,
1027,YOLOv8 Nano,False,True,1,Distance Max,10%,,90%,
1028,YOLOv8 Nano,False,True,1,Distance Max,10%,,100%,
1029,YOLOv8 Nano,False,True,1,Distance Max,10%,,110%,
1030,YOLOv8 Nano,False,True,1,Distance Max,15%,,90%,
1031,YOLOv8 Nano,False,True,1,Distance Max,15%,,100%,
1032,YOLOv8 Nano,False,True,1,Distance Max,15%,,110%,
1033,YOLOv8 Nano,False,True,1,Voronoi,0%,,90%,
1034,YOLOv8 Nano,False,True,1,Voronoi,0%,,100%,
1035,YOLOv8 Nano,False,True,1,Voronoi,0%,,110%,
1036,YOLOv8 Nano,False,True,1,Voronoi,5%,,90%,
1037,YOLOv8 Nano,False,True,1,Voronoi,5%,,100%,
1038,YOLOv8 Nano,False,True,1,Voronoi,5%,,110%,
1039,YOLOv8 Nano,False,True,1,Voronoi,10%,,90%,
1040,YOLOv8 Nano,False,True,1,Voronoi,10%,,100%,
1041,YOLOv8 Nano,False,True,1,Voronoi,10%,,110%,
1042,YOLOv8 Nano,False,True,1,Voronoi,15%,,90%,
1043,YOLOv8 Nano,False,True,1,Voronoi,15%,,100%,
1044,YOLOv8 Nano,False,True,1,Voronoi,15%,,110%,
1045,YOLOv8 Nano,False,True,2,Random,0%,,90%,
1046,YOLOv8 Nano,False,True,2,Random,0%,,100%,
1047,YOLOv8 Nano,False,True,2,Random,0%,,110%,
1048,YOLOv8 Nano,False,True,2,Random,5%,,90%,
1049,YOLOv8 Nano,False,True,2,Random,5%,,100%,
1050,YOLOv8 Nano,False,True,2,Random,5%,,110%,
1051,YOLOv8 Nano,False,True,2,Random,10%,,90%,
1052,YOLOv8 Nano,False,True,2,Random,10%,,100%,
1053,YOLOv8 Nano,False,True,2,Random,10%,,110%,
1054,YOLOv8 Nano,False,True,2,Random,15%,,90%,
1055,YOLOv8 Nano,False,True,2,Random,15%,,100%,
1056,YOLOv8 Nano,False,True,2,Random,15%,,110%,
1057,YOLOv8 Nano,False,True,2,Distance Max,0%,,90%,
1058,YOLOv8 Nano,False,True,2,Distance Max,0%,,100%,
1059,YOLOv8 Nano,False,True,2,Distance Max,0%,,110%,
1060,YOLOv8 Nano,False,True,2,Distance Max,5%,,90%,
1061,YOLOv8 Nano,False,True,2,Distance Max,5%,,100%,
1062,YOLOv8 Nano,False,True,2,Distance Max,5%,,110%,
1063,YOLOv8 Nano,False,True,2,Distance Max,10%,,90%,
1064,YOLOv8 Nano,False,True,2,Distance Max,10%,,100%,
1065,YOLOv8 Nano,False,True,2,Distance Max,10%,,110%,
1066,YOLOv8 Nano,False,True,2,Distance Max,15%,,90%,
1067,YOLOv8 Nano,False,True,2,Distance Max,15%,,100%,
1068,YOLOv8 Nano,False,True,2,Distance Max,15%,,110%,
1069,YOLOv8 Nano,False,True,2,Voronoi,0%,,90%,
1070,YOLOv8 Nano,False,True,2,Voronoi,0%,,100%,
1071,YOLOv8 Nano,False,True,2,Voronoi,0%,,110%,
1072,YOLOv8 Nano,False,True,2,Voronoi,5%,,90%,
1073,YOLOv8 Nano,False,True,2,Voronoi,5%,,100%,
1074,YOLOv8 Nano,False,True,2,Voronoi,5%,,110%,
1075,YOLOv8 Nano,False,True,2,Voronoi,10%,,90%,
1076,YOLOv8 Nano,False,True,2,Voronoi,10%,,100%,
1077,YOLOv8 Nano,False,True,2,Voronoi,10%,,110%,
1078,YOLOv8 Nano,False,True,2,Voronoi,15%,,90%,
1079,YOLOv8 Nano,False,True,2,Voronoi,15%,,100%,
1080,YOLOv8 Nano,False,True,2,Voronoi,15%,,110%,
1081,YOLOv8 Nano,False,True,3,Random,0%,,90%,
1082,YOLOv8 Nano,False,True,3,Random,0%,,100%,
1083,YOLOv8 Nano,False,True,3,Random,0%,,110%,
1084,YOLOv8 Nano,False,True,3,Random,5%,,90%,
1085,YOLOv8 Nano,False,True,3,Random,5%,,100%,
1086,YOLOv8 Nano,False,True,3,Random,5%,,110%,
1087,YOLOv8 Nano,False,True,3,Random,10%,,90%,
1088,YOLOv8 Nano,False,True,3,Random,10%,,100%,
1089,YOLOv8 Nano,False,True,3,Random,10%,,110%,
1090,YOLOv8 Nano,False,True,3,Random,15%,,90%,
1091,YOLOv8 Nano,False,True,3,Random,15%,,100%,
1092,YOLOv8 Nano,False,True,3,Random,15%,,110%,
1093,YOLOv8 Nano,False,True,3,Distance Max,0%,,90%,
1094,YOLOv8 Nano,False,True,3,Distance Max,0%,,100%,
1095,YOLOv8 Nano,False,True,3,Distance Max,0%,,110%,
1096,YOLOv8 Nano,False,True,3,Distance Max,5%,,90%,
1097,YOLOv8 Nano,False,True,3,Distance Max,5%,,100%,
1098,YOLOv8 Nano,False,True,3,Distance Max,5%,,110%,
1099,YOLOv8 Nano,False,True,3,Distance Max,10%,,90%,
1100,YOLOv8 Nano,False,True,3,Distance Max,10%,,100%,
1101,YOLOv8 Nano,False,True,3,Distance Max,10%,,110%,
1102,YOLOv8 Nano,False,True,3,Distance Max,15%,,90%,
1103,YOLOv8 Nano,False,True,3,Distance Max,15%,,100%,
1104,YOLOv8 Nano,False,True,3,Distance Max,15%,,110%,
1105,YOLOv8 Nano,False,True,3,Voronoi,0%,,90%,
1106,YOLOv8 Nano,False,True,3,Voronoi,0%,,100%,
1107,YOLOv8 Nano,False,True,3,Voronoi,0%,,110%,
1108,YOLOv8 Nano,False,True,3,Voronoi,5%,,90%,
1109,YOLOv8 Nano,False,True,3,Voronoi,5%,,100%,
1110,YOLOv8 Nano,False,True,3,Voronoi,5%,,110%,
1111,YOLOv8 Nano,False,True,3,Voronoi,10%,,90%,
1112,YOLOv8 Nano,False,True,3,Voronoi,10%,,100%,
1113,YOLOv8 Nano,False,True,3,Voronoi,10%,,110%,
1114,YOLOv8 Nano,False,True,3,Voronoi,15%,,90%,
1115,YOLOv8 Nano,False,True,3,Voronoi,15%,,100%,
1116,YOLOv8 Nano,False,True,3,Voronoi,15%,,110%,
1117,YOLOv8 Nano,False,True,4,Random,0%,,90%,
1118,YOLOv8 Nano,False,True,4,Random,0%,,100%,
1119,YOLOv8 Nano,False,True,4,Random,0%,,110%,
1120,YOLOv8 Nano,False,True,4,Random,5%,,90%,
1121,YOLOv8 Nano,False,True,4,Random,5%,,100%,
1122,YOLOv8 Nano,False,True,4,Random,5%,,110%,
1123,YOLOv8 Nano,False,True,4,Random,10%,,90%,
1124,YOLOv8 Nano,False,True,4,Random,10%,,100%,
1125,YOLOv8 Nano,False,True,4,Random,10%,,110%,
1126,YOLOv8 Nano,False,True,4,Random,15%,,90%,
1127,YOLOv8 Nano,False,True,4,Random,15%,,100%,
1128,YOLOv8 Nano,False,True,4,Random,15%,,110%,
1129,YOLOv8 Nano,False,True,4,Distance Max,0%,,90%,
1130,YOLOv8 Nano,False,True,4,Distance Max,0%,,100%,
1131,YOLOv8 Nano,False,True,4,Distance Max,0%,,110%,
1132,YOLOv8 Nano,False,True,4,Distance Max,5%,,90%,
1133,YOLOv8 Nano,False,True,4,Distance Max,5%,,100%,
1134,YOLOv8 Nano,False,True,4,Distance Max,5%,,110%,
1135,YOLOv8 Nano,False,True,4,Distance Max,10%,,90%,
1136,YOLOv8 Nano,False,True,4,Distance Max,10%,,100%,
1137,YOLOv8 Nano,False,True,4,Distance Max,10%,,110%,
1138,YOLOv8 Nano,False,True,4,Distance Max,15%,,90%,
1139,YOLOv8 Nano,False,True,4,Distance Max,15%,,100%,
1140,YOLOv8 Nano,False,True,4,Distance Max,15%,,110%,
1141,YOLOv8 Nano,False,True,4,Voronoi,0%,,90%,
1142,YOLOv8 Nano,False,True,4,Voronoi,0%,,100%,
1143,YOLOv8 Nano,False,True,4,Voronoi,0%,,110%,
1144,YOLOv8 Nano,False,True,4,Voronoi,5%,,90%,
1145,YOLOv8 Nano,False,True,4,Voronoi,5%,,100%,
1146,YOLOv8 Nano,False,True,4,Voronoi,5%,,110%,
1147,YOLOv8 Nano,False,True,4,Voronoi,10%,,90%,
1148,YOLOv8 Nano,False,True,4,Voronoi,10%,,100%,
1149,YOLOv8 Nano,False,True,4,Voronoi,10%,,110%,
1150,YOLOv8 Nano,False,True,4,Voronoi,15%,,90%,
1151,YOLOv8 Nano,False,True,4,Voronoi,15%,,100%,
1152,YOLOv8 Nano,False,True,4,Voronoi,15%,,110%,
1153,YOLOv8 Nano,False,True,5,Random,0%,,90%,
1154,YOLOv8 Nano,False,True,5,Random,0%,,100%,
1155,YOLOv8 Nano,False,True,5,Random,0%,,110%,
1156,YOLOv8 Nano,False,True,5,Random,5%,,90%,
1157,YOLOv8 Nano,False,True,5,Random,5%,,100%,
1158,YOLOv8 Nano,False,True,5,Random,5%,,110%,
1159,YOLOv8 Nano,False,True,5,Random,10%,,90%,
1160,YOLOv8 Nano,False,True,5,Random,10%,,100%,
1161,YOLOv8 Nano,False,True,5,Random,10%,,110%,
1162,YOLOv8 Nano,False,True,5,Random,15%,,90%,
1163,YOLOv8 Nano,False,True,5,Random,15%,,100%,
1164,YOLOv8 Nano,False,True,5,Random,15%,,110%,
1165,YOLOv8 Nano,False,True,5,Distance Max,0%,,90%,
1166,YOLOv8 Nano,False,True,5,Distance Max,0%,,100%,
1167,YOLOv8 Nano,False,True,5,Distance Max,0%,,110%,
1168,YOLOv8 Nano,False,True,5,Distance Max,5%,,90%,
1169,YOLOv8 Nano,False,True,5,Distance Max,5%,,100%,
1170,YOLOv8 Nano,False,True,5,Distance Max,5%,,110%,
1171,YOLOv8 Nano,False,True,5,Distance Max,10%,,90%,
1172,YOLOv8 Nano,False,True,5,Distance Max,10%,,100%,
1173,YOLOv8 Nano,False,True,5,Distance Max,10%,,110%,
1174,YOLOv8 Nano,False,True,5,Distance Max,15%,,90%,
1175,YOLOv8 Nano,False,True,5,Distance Max,15%,,100%,
1176,YOLOv8 Nano,False,True,5,Distance Max,15%,,110%,
1177,YOLOv8 Nano,False,True,5,Voronoi,0%,,90%,
1178,YOLOv8 Nano,False,True,5,Voronoi,0%,,100%,
1179,YOLOv8 Nano,False,True,5,Voronoi,0%,,110%,
1180,YOLOv8 Nano,False,True,5,Voronoi,5%,,90%,
1181,YOLOv8 Nano,False,True,5,Voronoi,5%,,100%,
1182,YOLOv8 Nano,False,True,5,Voronoi,5%,,110%,
1183,YOLOv8 Nano,False,True,5,Voronoi,10%,,90%,
1184,YOLOv8 Nano,False,True,5,Voronoi,10%,,100%,
1185,YOLOv8 Nano,False,True,5,Voronoi,10%,,110%,
1186,YOLOv8 Nano,False,True,5,Voronoi,15%,,90%,
1187,YOLOv8 Nano,False,True,5,Voronoi,15%,,100%,
1188,YOLOv8 Nano,False,True,5,Voronoi,15%,,110%,
1189,YOLOv8 Nano,False,True,6,Random,0%,,90%,
1190,YOLOv8 Nano,False,True,6,Random,0%,,100%,
1191,YOLOv8 Nano,False,True,6,Random,0%,,110%,
1192,YOLOv8 Nano,False,True,6,Random,5%,,90%,
1193,YOLOv8 Nano,False,True,6,Random,5%,,100%,
1194,YOLOv8 Nano,False,True,6,Random,5%,,110%,
1195,YOLOv8 Nano,False,True,6,Random,10%,,90%,
1196,YOLOv8 Nano,False,True,6,Random,10%,,100%,
1197,YOLOv8 Nano,False,True,6,Random,10%,,110%,
1198,YOLOv8 Nano,False,True,6,Random,15%,,90%,
1199,YOLOv8 Nano,False,True,6,Random,15%,,100%,
1200,YOLOv8 Nano,False,True,6,Random,15%,,110%,0.10488354150686487
1201,YOLOv8 Nano,False,True,6,Distance Max,0%,,90%,0.014376520410047392
1202,YOLOv8 Nano,False,True,6,Distance Max,0%,,100%,
1203,YOLOv8 Nano,False,True,6,Distance Max,0%,,110%,
1204,YOLOv8 Nano,False,True,6,Distance Max,5%,,90%,
1205,YOLOv8 Nano,False,True,6,Distance Max,5%,,100%,
1206,YOLOv8 Nano,False,True,6,Distance Max,5%,,110%,
1207,YOLOv8 Nano,False,True,6,Distance Max,10%,,90%,
1208,YOLOv8 Nano,False,True,6,Distance Max,10%,,100%,
1209,YOLOv8 Nano,False,True,6,Distance Max,10%,,110%,
1210,YOLOv8 Nano,False,True,6,Distance Max,15%,,90%,
1211,YOLOv8 Nano,False,True,6,Distance Max,15%,,100%,
1212,YOLOv8 Nano,False,True,6,Distance Max,15%,,110%,
1213,YOLOv8 Nano,False,True,6,Voronoi,0%,,90%,
1214,YOLOv8 Nano,False,True,6,Voronoi,0%,,100%,
1215,YOLOv8 Nano,False,True,6,Voronoi,0%,,110%,
1216,YOLOv8 Nano,False,True,6,Voronoi,5%,,90%,
1217,YOLOv8 Nano,False,True,6,Voronoi,5%,,100%,
1218,YOLOv8 Nano,False,True,6,Voronoi,5%,,110%,
1219,YOLOv8 Nano,False,True,6,Voronoi,10%,,90%,
1220,YOLOv8 Nano,False,True,6,Voronoi,10%,,100%,
1221,YOLOv8 Nano,False,True,6,Voronoi,10%,,110%,
1222,YOLOv8 Nano,False,True,6,Voronoi,15%,,90%,
1223,YOLOv8 Nano,False,True,6,Voronoi,15%,,100%,
1224,YOLOv8 Nano,False,True,6,Voronoi,15%,,110%,
1225,YOLOv8 Nano,False,True,7,Random,0%,,90%,
1226,YOLOv8 Nano,False,True,7,Random,0%,,100%,
1227,YOLOv8 Nano,False,True,7,Random,0%,,110%,
1228,YOLOv8 Nano,False,True,7,Random,5%,,90%,
1229,YOLOv8 Nano,False,True,7,Random,5%,,100%,
1230,YOLOv8 Nano,False,True,7,Random,5%,,110%,
1231,YOLOv8 Nano,False,True,7,Random,10%,,90%,
1232,YOLOv8 Nano,False,True,7,Random,10%,,100%,
1233,YOLOv8 Nano,False,True,7,Random,10%,,110%,
1234,YOLOv8 Nano,False,True,7,Random,15%,,90%,
1235,YOLOv8 Nano,False,True,7,Random,15%,,100%,
1236,YOLOv8 Nano,False,True,7,Random,15%,,110%,
1237,YOLOv8 Nano,False,True,7,Distance Max,0%,,90%,
1238,YOLOv8 Nano,False,True,7,Distance Max,0%,,100%,
1239,YOLOv8 Nano,False,True,7,Distance Max,0%,,110%,
1240,YOLOv8 Nano,False,True,7,Distance Max,5%,,90%,
1241,YOLOv8 Nano,False,True,7,Distance Max,5%,,100%,
1242,YOLOv8 Nano,False,True,7,Distance Max,5%,,110%,
1243,YOLOv8 Nano,False,True,7,Distance Max,10%,,90%,
1244,YOLOv8 Nano,False,True,7,Distance Max,10%,,100%,
1245,YOLOv8 Nano,False,True,7,Distance Max,10%,,110%,
1246,YOLOv8 Nano,False,True,7,Distance Max,15%,,90%,
1247,YOLOv8 Nano,False,True,7,Distance Max,15%,,100%,
1248,YOLOv8 Nano,False,True,7,Distance Max,15%,,110%,
1249,YOLOv8 Nano,False,True,7,Voronoi,0%,,90%,
1250,YOLOv8 Nano,False,True,7,Voronoi,0%,,100%,
1251,YOLOv8 Nano,False,True,7,Voronoi,0%,,110%,
1252,YOLOv8 Nano,False,True,7,Voronoi,5%,,90%,
1253,YOLOv8 Nano,False,True,7,Voronoi,5%,,100%,
1254,YOLOv8 Nano,False,True,7,Voronoi,5%,,110%,
1255,YOLOv8 Nano,False,True,7,Voronoi,10%,,90%,
1256,YOLOv8 Nano,False,True,7,Voronoi,10%,,100%,
1257,YOLOv8 Nano,False,True,7,Voronoi,10%,,110%,
1258,YOLOv8 Nano,False,True,7,Voronoi,15%,,90%,
1259,YOLOv8 Nano,False,True,7,Voronoi,15%,,100%,
1260,YOLOv8 Nano,False,True,7,Voronoi,15%,,110%,
1261,YOLOv8 Nano,False,False,1,Random,0%,,,
1262,YOLOv8 Nano,False,False,1,Random,5%,,,
1263,YOLOv8 Nano,False,False,1,Random,10%,,,
1264,YOLOv8 Nano,False,False,1,Random,15%,,,
1265,YOLOv8 Nano,False,False,1,Distance Max,0%,,,
1266,YOLOv8 Nano,False,False,1,Distance Max,5%,,,
1267,YOLOv8 Nano,False,False,1,Distance Max,10%,,,
1268,YOLOv8 Nano,False,False,1,Distance Max,15%,,,
1269,YOLOv8 Nano,False,False,1,Voronoi,0%,,,
1270,YOLOv8 Nano,False,False,1,Voronoi,5%,,,
1271,YOLOv8 Nano,False,False,1,Voronoi,10%,,,
1272,YOLOv8 Nano,False,False,1,Voronoi,15%,,,
1273,YOLOv8 Nano,False,False,2,Random,0%,,,
1274,YOLOv8 Nano,False,False,2,Random,5%,,,
1275,YOLOv8 Nano,False,False,2,Random,10%,,,
1276,YOLOv8 Nano,False,False,2,Random,15%,,,
1277,YOLOv8 Nano,False,False,2,Distance Max,0%,,,
1278,YOLOv8 Nano,False,False,2,Distance Max,5%,,,
1279,YOLOv8 Nano,False,False,2,Distance Max,10%,,,
1280,YOLOv8 Nano,False,False,2,Distance Max,15%,,,
1281,YOLOv8 Nano,False,False,2,Voronoi,0%,,,
1282,YOLOv8 Nano,False,False,2,Voronoi,5%,,,
1283,YOLOv8 Nano,False,False,2,Voronoi,10%,,,
1284,YOLOv8 Nano,False,False,2,Voronoi,15%,,,
1285,YOLOv8 Nano,False,False,3,Random,0%,,,
1286,YOLOv8 Nano,False,False,3,Random,5%,,,
1287,YOLOv8 Nano,False,False,3,Random,10%,,,
1288,YOLOv8 Nano,False,False,3,Random,15%,,,
1289,YOLOv8 Nano,False,False,3,Distance Max,0%,,,
1290,YOLOv8 Nano,False,False,3,Distance Max,5%,,,
1291,YOLOv8 Nano,False,False,3,Distance Max,10%,,,
1292,YOLOv8 Nano,False,False,3,Distance Max,15%,,,
1293,YOLOv8 Nano,False,False,3,Voronoi,0%,,,
1294,YOLOv8 Nano,False,False,3,Voronoi,5%,,,
1295,YOLOv8 Nano,False,False,3,Voronoi,10%,,,
1296,YOLOv8 Nano,False,False,3,Voronoi,15%,,,
1297,YOLOv8 Nano,False,False,4,Random,0%,,,
1298,YOLOv8 Nano,False,False,4,Random,5%,,,
1299,YOLOv8 Nano,False,False,4,Random,10%,,,
1300,YOLOv8 Nano,False,False,4,Random,15%,,,
1301,YOLOv8 Nano,False,False,4,Distance Max,0%,,,
1302,YOLOv8 Nano,False,False,4,Distance Max,5%,,,
1303,YOLOv8 Nano,False,False,4,Distance Max,10%,,,
1304,YOLOv8 Nano,False,False,4,Distance Max,15%,,,
1305,YOLOv8 Nano,False,False,4,Voronoi,0%,,,
1306,YOLOv8 Nano,False,False,4,Voronoi,5%,,,
1307,YOLOv8 Nano,False,False,4,Voronoi,10%,,,
1308,YOLOv8 Nano,False,False,4,Voronoi,15%,,,
1309,YOLOv8 Nano,False,False,5,Random,0%,,,
1310,YOLOv8 Nano,False,False,5,Random,5%,,,
1311,YOLOv8 Nano,False,False,5,Random,10%,,,
1312,YOLOv8 Nano,False,False,5,Random,15%,,,
1313,YOLOv8 Nano,False,False,5,Distance Max,0%,,,
1314,YOLOv8 Nano,False,False,5,Distance Max,5%,,,
1315,YOLOv8 Nano,False,False,5,Distance Max,10%,,,
1316,YOLOv8 Nano,False,False,5,Distance Max,15%,,,
1317,YOLOv8 Nano,False,False,5,Voronoi,0%,,,
1318,YOLOv8 Nano,False,False,5,Voronoi,5%,,,
1319,YOLOv8 Nano,False,False,5,Voronoi,10%,,,
1320,YOLOv8 Nano,False,False,5,Voronoi,15%,,,
1321,YOLOv8 Nano,False,False,6,Random,0%,,,
1322,YOLOv8 Nano,False,False,6,Random,5%,,,
1323,YOLOv8 Nano,False,False,6,Random,10%,,,
1324,YOLOv8 Nano,False,False,6,Random,15%,,,
1325,YOLOv8 Nano,False,False,6,Distance Max,0%,,,
1326,YOLOv8 Nano,False,False,6,Distance Max,5%,,,
1327,YOLOv8 Nano,False,False,6,Distance Max,10%,,,
1328,YOLOv8 Nano,False,False,6,Distance Max,15%,,,
1329,YOLOv8 Nano,False,False,6,Voronoi,0%,,,
1330,YOLOv8 Nano,False,False,6,Voronoi,5%,,,
1331,YOLOv8 Nano,False,False,6,Voronoi,10%,,,
1332,YOLOv8 Nano,False,False,6,Voronoi,15%,,,
1333,YOLOv8 Nano,False,False,7,Random,0%,,,
1334,YOLOv8 Nano,False,False,7,Random,5%,,,
1335,YOLOv8 Nano,False,False,7,Random,10%,,,
1336,YOLOv8 Nano,False,False,7,Random,15%,,,
